Time,Gill Electricity (kWh)
Fri Dec 21 2018 22:30:00 GMT-0800 (Pacific Standard Time),24
Fri Dec 21 2018 22:15:00 GMT-0800 (Pacific Standard Time),23
Fri Dec 21 2018 22:00:00 GMT-0800 (Pacific Standard Time),28
Fri Dec 21 2018 21:45:00 GMT-0800 (Pacific Standard Time),26
Fri Dec 21 2018 21:30:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 21:15:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 21:00:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 20:45:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 20:30:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 20:15:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 20:00:00 GMT-0800 (Pacific Standard Time),26
Fri Dec 21 2018 19:45:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 19:30:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 19:15:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 19:00:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 18:45:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 18:30:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 18:15:00 GMT-0800 (Pacific Standard Time),28
Fri Dec 21 2018 18:00:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 17:45:00 GMT-0800 (Pacific Standard Time),27
Fri Dec 21 2018 17:30:00 GMT-0800 (Pacific Standard Time),28
Fri Dec 21 2018 17:15:00 GMT-0800 (Pacific Standard Time),29
Fri Dec 21 2018 17:00:00 GMT-0800 (Pacific Standard Time),28
Fri Dec 21 2018 16:45:00 GMT-0800 (Pacific Standard Time),29
Fri Dec 21 2018 16:30:00 GMT-0800 (Pacific Standard Time),30
Fri Dec 21 2018 16:15:00 GMT-0800 (Pacific Standard Time),31
Fri Dec 21 2018 16:00:00 GMT-0800 (Pacific Standard Time),31
Fri Dec 21 2018 15:45:00 GMT-0800 (Pacific Standard Time),32
Fri Dec 21 2018 15:30:00 GMT-0800 (Pacific Standard Time),32
Fri Dec 21 2018 15:15:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 15:00:00 GMT-0800 (Pacific Standard Time),44
Fri Dec 21 2018 14:45:00 GMT-0800 (Pacific Standard Time),46
Fri Dec 21 2018 14:30:00 GMT-0800 (Pacific Standard Time),53
Fri Dec 21 2018 14:15:00 GMT-0800 (Pacific Standard Time),58
Fri Dec 21 2018 14:00:00 GMT-0800 (Pacific Standard Time),57
Fri Dec 21 2018 13:45:00 GMT-0800 (Pacific Standard Time),58
Fri Dec 21 2018 13:30:00 GMT-0800 (Pacific Standard Time),59
Fri Dec 21 2018 13:15:00 GMT-0800 (Pacific Standard Time),61
Fri Dec 21 2018 13:00:00 GMT-0800 (Pacific Standard Time),61
Fri Dec 21 2018 12:45:00 GMT-0800 (Pacific Standard Time),61
Fri Dec 21 2018 12:30:00 GMT-0800 (Pacific Standard Time),60
Fri Dec 21 2018 12:15:00 GMT-0800 (Pacific Standard Time),61
Fri Dec 21 2018 12:00:00 GMT-0800 (Pacific Standard Time),62
Fri Dec 21 2018 11:45:00 GMT-0800 (Pacific Standard Time),65
Fri Dec 21 2018 11:30:00 GMT-0800 (Pacific Standard Time),64
Fri Dec 21 2018 11:15:00 GMT-0800 (Pacific Standard Time),65
Fri Dec 21 2018 11:00:00 GMT-0800 (Pacific Standard Time),66
Fri Dec 21 2018 10:45:00 GMT-0800 (Pacific Standard Time),64
Fri Dec 21 2018 10:30:00 GMT-0800 (Pacific Standard Time),62
Fri Dec 21 2018 10:15:00 GMT-0800 (Pacific Standard Time),61
Fri Dec 21 2018 10:00:00 GMT-0800 (Pacific Standard Time),58
Fri Dec 21 2018 09:45:00 GMT-0800 (Pacific Standard Time),55
Fri Dec 21 2018 09:30:00 GMT-0800 (Pacific Standard Time),46
Fri Dec 21 2018 09:15:00 GMT-0800 (Pacific Standard Time),43
Fri Dec 21 2018 09:00:00 GMT-0800 (Pacific Standard Time),40
Fri Dec 21 2018 08:45:00 GMT-0800 (Pacific Standard Time),39
Fri Dec 21 2018 08:30:00 GMT-0800 (Pacific Standard Time),37
Fri Dec 21 2018 08:15:00 GMT-0800 (Pacific Standard Time),37
Fri Dec 21 2018 08:00:00 GMT-0800 (Pacific Standard Time),36
Fri Dec 21 2018 07:45:00 GMT-0800 (Pacific Standard Time),35
Fri Dec 21 2018 07:30:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 07:15:00 GMT-0800 (Pacific Standard Time),35
Fri Dec 21 2018 07:00:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 06:45:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 06:30:00 GMT-0800 (Pacific Standard Time),33
Fri Dec 21 2018 06:15:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 06:00:00 GMT-0800 (Pacific Standard Time),33
Fri Dec 21 2018 05:45:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 05:30:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 05:15:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 05:00:00 GMT-0800 (Pacific Standard Time),35
Fri Dec 21 2018 04:45:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 04:30:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 04:15:00 GMT-0800 (Pacific Standard Time),33
Fri Dec 21 2018 04:00:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 03:45:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 03:30:00 GMT-0800 (Pacific Standard Time),35
Fri Dec 21 2018 03:15:00 GMT-0800 (Pacific Standard Time),34
Fri Dec 21 2018 03:00:00 GMT-0800 (Pacific Standard Time),28
Fri Dec 21 2018 02:45:00 GMT-0800 (Pacific Standard Time),29
Fri Dec 21 2018 02:30:00 GMT-0800 (Pacific Standard Time),28
Fri Dec 21 2018 02:15:00 GMT-0800 (Pacific Standard Time),28
Fri Dec 21 2018 02:00:00 GMT-0800 (Pacific Standard Time),29
Fri Dec 21 2018 01:45:00 GMT-0800 (Pacific Standard Time),29
Fri Dec 21 2018 01:30:00 GMT-0800 (Pacific Standard Time),29
Fri Dec 21 2018 01:15:00 GMT-0800 (Pacific Standard Time),29
Fri Dec 21 2018 01:00:00 GMT-0800 (Pacific Standard Time),29
Fri Dec 21 2018 00:45:00 GMT-0800 (Pacific Standard Time),31
Fri Dec 21 2018 00:30:00 GMT-0800 (Pacific Standard Time),31
Fri Dec 21 2018 00:15:00 GMT-0800 (Pacific Standard Time),33
Fri Dec 21 2018 00:00:00 GMT-0800 (Pacific Standard Time),34
Thu Dec 20 2018 23:45:00 GMT-0800 (Pacific Standard Time),34
Thu Dec 20 2018 23:30:00 GMT-0800 (Pacific Standard Time),35
Thu Dec 20 2018 23:15:00 GMT-0800 (Pacific Standard Time),36
Thu Dec 20 2018 23:00:00 GMT-0800 (Pacific Standard Time),36
Thu Dec 20 2018 22:45:00 GMT-0800 (Pacific Standard Time),36
Thu Dec 20 2018 22:30:00 GMT-0800 (Pacific Standard Time),36
Thu Dec 20 2018 22:15:00 GMT-0800 (Pacific Standard Time),36
Thu Dec 20 2018 22:00:00 GMT-0800 (Pacific Standard Time),40
Thu Dec 20 2018 21:45:00 GMT-0800 (Pacific Standard Time),42
Thu Dec 20 2018 21:30:00 GMT-0800 (Pacific Standard Time),41
Thu Dec 20 2018 21:15:00 GMT-0800 (Pacific Standard Time),44
Thu Dec 20 2018 21:00:00 GMT-0800 (Pacific Standard Time),54
Thu Dec 20 2018 20:45:00 GMT-0800 (Pacific Standard Time),55
Thu Dec 20 2018 20:30:00 GMT-0800 (Pacific Standard Time),56
Thu Dec 20 2018 20:15:00 GMT-0800 (Pacific Standard Time),58
Thu Dec 20 2018 20:00:00 GMT-0800 (Pacific Standard Time),59
Thu Dec 20 2018 19:45:00 GMT-0800 (Pacific Standard Time),60
Thu Dec 20 2018 19:30:00 GMT-0800 (Pacific Standard Time),59
Thu Dec 20 2018 19:15:00 GMT-0800 (Pacific Standard Time),58
Thu Dec 20 2018 19:00:00 GMT-0800 (Pacific Standard Time),60
Thu Dec 20 2018 18:45:00 GMT-0800 (Pacific Standard Time),60
Thu Dec 20 2018 18:30:00 GMT-0800 (Pacific Standard Time),60
Thu Dec 20 2018 18:15:00 GMT-0800 (Pacific Standard Time),58
Thu Dec 20 2018 18:00:00 GMT-0800 (Pacific Standard Time),60
Thu Dec 20 2018 17:45:00 GMT-0800 (Pacific Standard Time),58
Thu Dec 20 2018 17:30:00 GMT-0800 (Pacific Standard Time),58
Thu Dec 20 2018 17:15:00 GMT-0800 (Pacific Standard Time),59
Thu Dec 20 2018 17:00:00 GMT-0800 (Pacific Standard Time),57
Thu Dec 20 2018 16:45:00 GMT-0800 (Pacific Standard Time),56
Thu Dec 20 2018 16:30:00 GMT-0800 (Pacific Standard Time),52
Thu Dec 20 2018 16:15:00 GMT-0800 (Pacific Standard Time),51
Thu Dec 20 2018 16:00:00 GMT-0800 (Pacific Standard Time),51
Thu Dec 20 2018 15:45:00 GMT-0800 (Pacific Standard Time),50
Thu Dec 20 2018 15:30:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 15:15:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 15:00:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 14:45:00 GMT-0800 (Pacific Standard Time),46
Thu Dec 20 2018 14:30:00 GMT-0800 (Pacific Standard Time),49
Thu Dec 20 2018 14:15:00 GMT-0800 (Pacific Standard Time),51
Thu Dec 20 2018 14:00:00 GMT-0800 (Pacific Standard Time),50
Thu Dec 20 2018 13:45:00 GMT-0800 (Pacific Standard Time),50
Thu Dec 20 2018 13:30:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 13:15:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 13:00:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 12:45:00 GMT-0800 (Pacific Standard Time),45
Thu Dec 20 2018 12:30:00 GMT-0800 (Pacific Standard Time),46
Thu Dec 20 2018 12:15:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 12:00:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 11:45:00 GMT-0800 (Pacific Standard Time),46
Thu Dec 20 2018 11:30:00 GMT-0800 (Pacific Standard Time),47
Thu Dec 20 2018 11:15:00 GMT-0800 (Pacific Standard Time),45
Thu Dec 20 2018 11:00:00 GMT-0800 (Pacific Standard Time),42
Thu Dec 20 2018 10:45:00 GMT-0800 (Pacific Standard Time),40
Thu Dec 20 2018 10:30:00 GMT-0800 (Pacific Standard Time),38
Thu Dec 20 2018 10:15:00 GMT-0800 (Pacific Standard Time),37
Thu Dec 20 2018 10:00:00 GMT-0800 (Pacific Standard Time),36
Thu Dec 20 2018 09:45:00 GMT-0800 (Pacific Standard Time),37
Thu Dec 20 2018 09:30:00 GMT-0800 (Pacific Standard Time),36
Thu Dec 20 2018 09:15:00 GMT-0800 (Pacific Standard Time),35
Thu Dec 20 2018 09:00:00 GMT-0800 (Pacific Standard Time),36
Thu Dec 20 2018 08:45:00 GMT-0800 (Pacific Standard Time),33
Thu Dec 20 2018 08:30:00 GMT-0800 (Pacific Standard Time),32
Thu Dec 20 2018 08:15:00 GMT-0800 (Pacific Standard Time),31
Thu Dec 20 2018 08:00:00 GMT-0800 (Pacific Standard Time),30
Thu Dec 20 2018 07:45:00 GMT-0800 (Pacific Standard Time),31
Thu Dec 20 2018 07:30:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 07:15:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 07:00:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 06:45:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 06:30:00 GMT-0800 (Pacific Standard Time),30
Thu Dec 20 2018 06:15:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 06:00:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 05:45:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 05:30:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 05:15:00 GMT-0800 (Pacific Standard Time),30
Thu Dec 20 2018 05:00:00 GMT-0800 (Pacific Standard Time),30
Thu Dec 20 2018 04:45:00 GMT-0800 (Pacific Standard Time),30
Thu Dec 20 2018 04:30:00 GMT-0800 (Pacific Standard Time),30
Thu Dec 20 2018 04:15:00 GMT-0800 (Pacific Standard Time),30
Thu Dec 20 2018 04:00:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 03:45:00 GMT-0800 (Pacific Standard Time),31
Thu Dec 20 2018 03:30:00 GMT-0800 (Pacific Standard Time),30
Thu Dec 20 2018 03:15:00 GMT-0800 (Pacific Standard Time),29
Thu Dec 20 2018 03:00:00 GMT-0800 (Pacific Standard Time),25
Thu Dec 20 2018 02:45:00 GMT-0800 (Pacific Standard Time),26
Thu Dec 20 2018 02:30:00 GMT-0800 (Pacific Standard Time),26
Thu Dec 20 2018 02:15:00 GMT-0800 (Pacific Standard Time),27
Thu Dec 20 2018 02:00:00 GMT-0800 (Pacific Standard Time),26
Thu Dec 20 2018 01:45:00 GMT-0800 (Pacific Standard Time),26
Thu Dec 20 2018 01:30:00 GMT-0800 (Pacific Standard Time),27
Thu Dec 20 2018 01:15:00 GMT-0800 (Pacific Standard Time),26
Thu Dec 20 2018 01:00:00 GMT-0800 (Pacific Standard Time),26
Thu Dec 20 2018 00:45:00 GMT-0800 (Pacific Standard Time),26
Thu Dec 20 2018 00:30:00 GMT-0800 (Pacific Standard Time),27
Thu Dec 20 2018 00:15:00 GMT-0800 (Pacific Standard Time),27
Thu Dec 20 2018 00:00:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 23:45:00 GMT-0800 (Pacific Standard Time),28
Wed Dec 19 2018 23:30:00 GMT-0800 (Pacific Standard Time),31
Wed Dec 19 2018 23:15:00 GMT-0800 (Pacific Standard Time),31
Wed Dec 19 2018 23:00:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 22:45:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 22:30:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 22:15:00 GMT-0800 (Pacific Standard Time),28
Wed Dec 19 2018 22:00:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 21:45:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 21:30:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 21:15:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 21:00:00 GMT-0800 (Pacific Standard Time),31
Wed Dec 19 2018 20:45:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 20:30:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 20:15:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 20:00:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 19:45:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 19:30:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 19:15:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 19:00:00 GMT-0800 (Pacific Standard Time),29
Wed Dec 19 2018 18:45:00 GMT-0800 (Pacific Standard Time),31
Wed Dec 19 2018 18:30:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 18:15:00 GMT-0800 (Pacific Standard Time),31
Wed Dec 19 2018 18:00:00 GMT-0800 (Pacific Standard Time),31
Wed Dec 19 2018 17:45:00 GMT-0800 (Pacific Standard Time),32
Wed Dec 19 2018 17:30:00 GMT-0800 (Pacific Standard Time),34
Wed Dec 19 2018 17:15:00 GMT-0800 (Pacific Standard Time),34
Wed Dec 19 2018 17:00:00 GMT-0800 (Pacific Standard Time),34
Wed Dec 19 2018 16:45:00 GMT-0800 (Pacific Standard Time),35
Wed Dec 19 2018 16:30:00 GMT-0800 (Pacific Standard Time),35
Wed Dec 19 2018 16:15:00 GMT-0800 (Pacific Standard Time),35
Wed Dec 19 2018 16:00:00 GMT-0800 (Pacific Standard Time),36
Wed Dec 19 2018 15:45:00 GMT-0800 (Pacific Standard Time),37
Wed Dec 19 2018 15:30:00 GMT-0800 (Pacific Standard Time),35
Wed Dec 19 2018 15:15:00 GMT-0800 (Pacific Standard Time),37
Wed Dec 19 2018 15:00:00 GMT-0800 (Pacific Standard Time),37
Wed Dec 19 2018 14:45:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 14:30:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 14:15:00 GMT-0800 (Pacific Standard Time),39
Wed Dec 19 2018 14:00:00 GMT-0800 (Pacific Standard Time),39
Wed Dec 19 2018 13:45:00 GMT-0800 (Pacific Standard Time),37
Wed Dec 19 2018 13:30:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 13:15:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 13:00:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 12:45:00 GMT-0800 (Pacific Standard Time),37
Wed Dec 19 2018 12:30:00 GMT-0800 (Pacific Standard Time),39
Wed Dec 19 2018 12:15:00 GMT-0800 (Pacific Standard Time),39
Wed Dec 19 2018 12:00:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 11:45:00 GMT-0800 (Pacific Standard Time),39
Wed Dec 19 2018 11:30:00 GMT-0800 (Pacific Standard Time),40
Wed Dec 19 2018 11:15:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 11:00:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 10:45:00 GMT-0800 (Pacific Standard Time),39
Wed Dec 19 2018 10:30:00 GMT-0800 (Pacific Standard Time),37
Wed Dec 19 2018 10:15:00 GMT-0800 (Pacific Standard Time),38
Wed Dec 19 2018 10:00:00 GMT-0800 (Pacific Standard Time),37
Wed Dec 19 2018 09:45:00 GMT-0800 (Pacific Standard Time),36
Wed Dec 19 2018 09:30:00 GMT-0800 (Pacific Standard Time),35
Wed Dec 19 2018 09:15:00 GMT-0800 (Pacific Standard Time),31
Wed Dec 19 2018 09:00:00 GMT-0800 (Pacific Standard Time),30
Wed Dec 19 2018 08:45:00 GMT-0800 (Pacific Standard Time),28
Wed Dec 19 2018 08:30:00 GMT-0800 (Pacific Standard Time),28
Wed Dec 19 2018 08:15:00 GMT-0800 (Pacific Standard Time),26
Wed Dec 19 2018 08:00:00 GMT-0800 (Pacific Standard Time),25
Wed Dec 19 2018 07:45:00 GMT-0800 (Pacific Standard Time),27
Wed Dec 19 2018 07:30:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 07:15:00 GMT-0800 (Pacific Standard Time),25
Wed Dec 19 2018 07:00:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 06:45:00 GMT-0800 (Pacific Standard Time),23
Wed Dec 19 2018 06:30:00 GMT-0800 (Pacific Standard Time),23
Wed Dec 19 2018 06:15:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 06:00:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 05:45:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 05:30:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 05:15:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 05:00:00 GMT-0800 (Pacific Standard Time),23
Wed Dec 19 2018 04:45:00 GMT-0800 (Pacific Standard Time),23
Wed Dec 19 2018 04:30:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 04:15:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 04:00:00 GMT-0800 (Pacific Standard Time),24
Wed Dec 19 2018 03:45:00 GMT-0800 (Pacific Standard Time),23
Wed Dec 19 2018 03:30:00 GMT-0800 (Pacific Standard Time),25
Wed Dec 19 2018 03:15:00 GMT-0800 (Pacific Standard Time),23
Wed Dec 19 2018 03:00:00 GMT-0800 (Pacific Standard Time),18
Wed Dec 19 2018 02:45:00 GMT-0800 (Pacific Standard Time),19
Wed Dec 19 2018 02:30:00 GMT-0800 (Pacific Standard Time),18
Wed Dec 19 2018 02:15:00 GMT-0800 (Pacific Standard Time),19
Wed Dec 19 2018 02:00:00 GMT-0800 (Pacific Standard Time),19
Wed Dec 19 2018 01:45:00 GMT-0800 (Pacific Standard Time),17
Wed Dec 19 2018 01:30:00 GMT-0800 (Pacific Standard Time),18
Wed Dec 19 2018 01:15:00 GMT-0800 (Pacific Standard Time),19
Wed Dec 19 2018 01:00:00 GMT-0800 (Pacific Standard Time),19
Wed Dec 19 2018 00:45:00 GMT-0800 (Pacific Standard Time),18
Wed Dec 19 2018 00:30:00 GMT-0800 (Pacific Standard Time),19
Wed Dec 19 2018 00:15:00 GMT-0800 (Pacific Standard Time),19
Wed Dec 19 2018 00:00:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 23:45:00 GMT-0800 (Pacific Standard Time),23
Tue Dec 18 2018 23:30:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 23:15:00 GMT-0800 (Pacific Standard Time),23
Tue Dec 18 2018 23:00:00 GMT-0800 (Pacific Standard Time),23
Tue Dec 18 2018 22:45:00 GMT-0800 (Pacific Standard Time),23
Tue Dec 18 2018 22:30:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 22:15:00 GMT-0800 (Pacific Standard Time),23
Tue Dec 18 2018 22:00:00 GMT-0800 (Pacific Standard Time),25
Tue Dec 18 2018 21:45:00 GMT-0800 (Pacific Standard Time),25
Tue Dec 18 2018 21:30:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 21:15:00 GMT-0800 (Pacific Standard Time),25
Tue Dec 18 2018 21:00:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 20:45:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 20:30:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 20:15:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 20:00:00 GMT-0800 (Pacific Standard Time),25
Tue Dec 18 2018 19:45:00 GMT-0800 (Pacific Standard Time),23
Tue Dec 18 2018 19:30:00 GMT-0800 (Pacific Standard Time),25
Tue Dec 18 2018 19:15:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 19:00:00 GMT-0800 (Pacific Standard Time),24
Tue Dec 18 2018 18:45:00 GMT-0800 (Pacific Standard Time),25
Tue Dec 18 2018 18:30:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 18:15:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 18:00:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 17:45:00 GMT-0800 (Pacific Standard Time),32
Tue Dec 18 2018 17:30:00 GMT-0800 (Pacific Standard Time),34
Tue Dec 18 2018 17:15:00 GMT-0800 (Pacific Standard Time),35
Tue Dec 18 2018 17:00:00 GMT-0800 (Pacific Standard Time),35
Tue Dec 18 2018 16:45:00 GMT-0800 (Pacific Standard Time),35
Tue Dec 18 2018 16:30:00 GMT-0800 (Pacific Standard Time),36
Tue Dec 18 2018 16:15:00 GMT-0800 (Pacific Standard Time),37
Tue Dec 18 2018 16:00:00 GMT-0800 (Pacific Standard Time),38
Tue Dec 18 2018 15:45:00 GMT-0800 (Pacific Standard Time),39
Tue Dec 18 2018 15:30:00 GMT-0800 (Pacific Standard Time),37
Tue Dec 18 2018 15:15:00 GMT-0800 (Pacific Standard Time),38
Tue Dec 18 2018 15:00:00 GMT-0800 (Pacific Standard Time),40
Tue Dec 18 2018 14:45:00 GMT-0800 (Pacific Standard Time),39
Tue Dec 18 2018 14:30:00 GMT-0800 (Pacific Standard Time),40
Tue Dec 18 2018 14:15:00 GMT-0800 (Pacific Standard Time),39
Tue Dec 18 2018 14:00:00 GMT-0800 (Pacific Standard Time),39
Tue Dec 18 2018 13:45:00 GMT-0800 (Pacific Standard Time),40
Tue Dec 18 2018 13:30:00 GMT-0800 (Pacific Standard Time),38
Tue Dec 18 2018 13:15:00 GMT-0800 (Pacific Standard Time),38
Tue Dec 18 2018 13:00:00 GMT-0800 (Pacific Standard Time),35
Tue Dec 18 2018 12:45:00 GMT-0800 (Pacific Standard Time),39
Tue Dec 18 2018 12:30:00 GMT-0800 (Pacific Standard Time),40
Tue Dec 18 2018 12:15:00 GMT-0800 (Pacific Standard Time),40
Tue Dec 18 2018 12:00:00 GMT-0800 (Pacific Standard Time),41
Tue Dec 18 2018 11:45:00 GMT-0800 (Pacific Standard Time),41
Tue Dec 18 2018 11:30:00 GMT-0800 (Pacific Standard Time),37
Tue Dec 18 2018 11:15:00 GMT-0800 (Pacific Standard Time),36
Tue Dec 18 2018 11:00:00 GMT-0800 (Pacific Standard Time),35
Tue Dec 18 2018 10:45:00 GMT-0800 (Pacific Standard Time),35
Tue Dec 18 2018 10:30:00 GMT-0800 (Pacific Standard Time),34
Tue Dec 18 2018 10:15:00 GMT-0800 (Pacific Standard Time),33
Tue Dec 18 2018 10:00:00 GMT-0800 (Pacific Standard Time),33
Tue Dec 18 2018 09:45:00 GMT-0800 (Pacific Standard Time),34
Tue Dec 18 2018 09:30:00 GMT-0800 (Pacific Standard Time),33
Tue Dec 18 2018 09:15:00 GMT-0800 (Pacific Standard Time),33
Tue Dec 18 2018 09:00:00 GMT-0800 (Pacific Standard Time),33
Tue Dec 18 2018 08:45:00 GMT-0800 (Pacific Standard Time),32
Tue Dec 18 2018 08:30:00 GMT-0800 (Pacific Standard Time),30
Tue Dec 18 2018 08:15:00 GMT-0800 (Pacific Standard Time),29
Tue Dec 18 2018 08:00:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 07:45:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 07:30:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 07:15:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 07:00:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 06:45:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 06:30:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 06:15:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 06:00:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 05:45:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 05:30:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 05:15:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 05:00:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 04:45:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 04:30:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 04:15:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 04:00:00 GMT-0800 (Pacific Standard Time),26
Tue Dec 18 2018 03:45:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 03:30:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 03:15:00 GMT-0800 (Pacific Standard Time),27
Tue Dec 18 2018 03:00:00 GMT-0800 (Pacific Standard Time),22
Tue Dec 18 2018 02:45:00 GMT-0800 (Pacific Standard Time),21
